mol,rmsd,hitmap,ID,Active
FC=1N(CC)C(=O)C(C(=O)N2Cc3c(cc(OC)c(Oc4ccccc4)c3)CC2)=C(N)[N+]=1,0.64679998,33 44 38 40,DEKOIS-14092,0
Fc1c(-c2c(C(=O)NOC3CCN(C(=O)NC4CC(C)CCC4)CC3)nco2)cccc1,0.73660231,34 41 40 42,DEKOIS-14095,0
Fc1cc(NC(=O)CNC(=O)N2Cc3c(cc4OC(CC)(C)COc4c3)CC2)ccc1,0.26809591,33 42 41 43,DEKOIS-14097,0
FC1N=C(c2ccc(C(=O)NCCC)cc2)NC(c2cc(OCCO)c(OCC)cc2)N1,0.20888062,33 39 40 41,DEKOIS-14099,0
Fc1c2c(ccc1)CN(NC(=O)CCOC(=O)C(O)Cc1[nH]c3c(n1)cccc3)C2,0.47037214,34 40 37 41,DEKOIS-14101,0
Fc1c(C)c2OC(=O)C=C(OCC(=O)NNC3C(C=CC)=Nc4c(N3)cccc4)c2cc1,0.36440167,34 47 48 49,DEKOIS-14102,0
Fc1ccc(NC(=O)C2Oc3c(cc4C(=O)NC(CC(C#N)C(O)CC)=Nc4c3)C2)cc1,0.20743918,33 43 44 45,DEKOIS-14103,0
Fc1c(OC)cc2C(C(C)=C3C(=O)N4C(CC3)CCC4)=C(N)N(CC(=O)NC)C(=O)c2c1,0.74967444,38 48 40 42,DEKOIS-14104,0
FC(C(=C(C(=O)NC)C(=O)Nc1c(C)cccc1)c1nn(C)cc1)=Cc1oc(C=O)cc1,0.41479746,38 47 46 48,DEKOIS-14107,0
O=C(N(CC(=O)N)C1CCCCC1)C=NNC(=O)c1cc2c(oc3c2cccc3)cc1,0.12979773,32 42 44 45,DEKOIS-14108,0
Fc1cc(C(=O)NNC(=O)c2cc3C(=O)N=C(CCC(=O)C4CC4)Nc3cc2)cc(C)c1,0.10105454,34 41 49 43,DEKOIS-14109,0
O=C(Nc1cc(-c2oc3c(n2)cccc3)ccc1)C(=O)N1CC(CCC#N)(C)OCC1,0.41823852,36 39 38 40,DEKOIS-14111,0
FCCOC(=O)c1c(CCN(C(=O)c2[nH]nc3c2C(O)(C)CCC3)C)cccc1,0.618963,31 45 44 41,DEKOIS-14115,0
Fc1cc(C=CC(=O)C2C(N)(C(=O)OCC)CCCC2)c(N=C2C(OC)=CC=NN2)cc1,0.7354306,38 41 48 47,DEKOIS-14116,0
Fc1c(NC(=O)C2C(C3CCCCC3)OC(=O)C2)cc(C=2C(=O)N=C3N(C=2)C=CN3)cc1,0.3636772,33 38 39 40,DEKOIS-14117,0
Fc1c(OCC(=O)NN=Cc2c(C(=O)NC)n(C)c(C)c2)ccc(-c2ccc(O)cc2)c1,0.41962564,37 44 45 46,DEKOIS-14119,0
Fc1c(-c2ncc3c(oc(C(=O)N4CCCCC4)c3)c2)ccc(C(=O)NCCC(O)N)c1,0.2088946,33 44 45 46,DEKOIS-14120,0
Fc1c2c([nH]c(C(=O)NNC(=O)Cc3c(OCc4c(OC)c[nH]c4)cccc3)c2)ccc1,0.41962585,39 42 43 44,DEKOIS-14122,0
Fc1c(C=2OCCN(C(=O)Nc3c(C)cc(C(=O)NNC=O)cc3)C=2)ccc(C(C)C)c1,0.23842335,33 40 41 42,DEKOIS-14123,0
Fc1c(-c2ccccc2)ccc(C(=O)OCC(=O)NNC(=O)NC2CC(C)(C)CC2)c1,0.20880203,33 44 45 46,DEKOIS-14124,0
FC(C(=O)N)=Cc1c(C=CC(=O)NC=2C(=O)NC=C(NCC=CCC)C=2)cc(OC)cc1,0.22903863,39 47 48 49,DEKOIS-14125,0
Fc1c(C(NC(=O)Nc2ccc(C(=O)C)cc2)c2cc3NNOc3cc2)cc(OC)cc1,0.20367475,34 43 42 44,DEKOIS-14126,0
Fc1c(O)c(C=CC(=O)N2c3c(cccc3)COCC2)nc(NC(C(=O)NCCC)C)c1,0.29071155,38 41 42 43,DEKOIS-14127,0
Fc1ccc(Oc2c(C(=O)NN=C(C=CC)C)cc(NC(=O)C(=O)NCC#C)cc2)cc1,0.50531095,37 41 40 42,DEKOIS-14128,0
Fc1c(NC(=O)C=Cc2cc(C(=O)NCCCC#N)c(C)cc2)ccc(NC(=O)OC)c1,0.31876525,34 45 46 47,DEKOIS-14129,0
Fc1c(N2C(=O)N(C(C(=O)N)CCC(=O)N)C(=O)c3c2cccc3)cccc1,0.88077575,31 39 35 37,DEKOIS-14130,0
Fc1[nH]nc2c1C=C(C=C(OC)C(OC)=CC)NC(=O)N(CCO)C=CC(CC)=CC=C2,0.74928641,42 50 49 53,DEKOIS-14131,0
Fc1cc(C=C2CCCC2)c2C(=NNC(=O)C=3NC(=O)C(C#N)=C(C)C=3)C(=O)Oc2c1,0.33597901,32 46 38 44,DEKOIS-14132,0
FC(=CC(C=N)=C)c1cc(C(=CC(=O)NNC(=O)C(=O)N2CC(C)OC(C)C2)C)ccc1,0.30016792,41 44 50 52,DEKOIS-14133,0
FC=C1C(=C)CCC1C=C1N(C)C(=O)C(C(=O)N1)=C1NC(=O)N(CC=O)c2c1cccc2,0.41963765,37 47 46 48,DEKOIS-14134,0
Fc1cc(NC(=O)CCO)cc(NC(=O)CCC(=O)c2ccc(-c3n(C)cnc3)cc2)c1,0.20888062,33 41 40 42,DEKOIS-14136,0
FCOc1c(C(=O)Nc2cc(C(=O)N3CC(C)Cc4noc(C)c4C3)ccc2)nccc1,0.2507059,34 40 41 42,DEKOIS-14138,0
Fc1cc(Cc2oc(C=C3C(=O)N(N)C(C(=O)Nc4ccccc4)NC3=O)cc2)ccc1,0.54126251,35 41 42 43,DEKOIS-14140,0
Fc1c(CNC(=O)CN(C(=O)C)c2ccccc2)cc(C(=O)Nc2c(O)cncc2)cc1,0.75028831,37 40 42 44,DEKOIS-14141,0
Fc1c(Oc2ccc(NC(=O)C=CNC3CCCCC3)cc2)ccc(C(=O)N)c1,0.20367475,30 34 35 36,DEKOIS-14142,0
Fc1c2C(NC(=O)C(=O)N3CCN(CC(=O)Nc4c(O)cccc4)CC3)CCc2ccc1,0.50783056,37 49 41 39,DEKOIS-14144,0
Fc1c(NC(=O)CNC(=O)N(CC(=O)NCc2c(OC)cccc2)CCC#C)cccc1,0.56796807,40 45 46 47,DEKOIS-14145,0
FC=1C(C)=NC(OC)=CC=C(C(=O)NCC)C(=O)NCc2c(ccc(C(=O)NC)c2)C=1,0.65585715,39 45 48 47,DEKOIS-14149,0
Fc1ccc(OCC(=O)NN=C2C(=O)N(C(CC)C)C(=O)C(CN)c3c2cccc3)cc1,0.41957816,38 44 45 46,DEKOIS-14150,0
Fc1nc(C=CC=C(NC(=O)C2(O)c3n(c(C(O)C)nn3)CCC2)c2occc2)ccc1,0.60617882,33 45 44 42,DEKOIS-14152,0
FC(C)=C1C(=C)NC(=O)C(NC(=O)c2cn(-c3cc(C(=O)NC4CC4)c(O)cc3)nc2)=C1,0.34459934,33 39 40 41,DEKOIS-14154,0
Fc1c(OCC#N)cc(-c2c(C(=O)N3CC(C=CNC(=O)CCO)=CCC3)cn[nH]2)cc1,0.44064355,38 45 46 47,DEKOIS-14158,0
O=C(NCCNC(=O)C1CCCCC1)C=1C(C)=CC(=O)N2C(=O)Nc3ncccc3C=12,0.27820376,34 47 48 49,DEKOIS-14160,0
FC(C=C(NC(=O)C=Cc1ccncc1)C(=O)NCc1onc(C)c1)=CC=1C(=O)NCC=1,0.4857184,33 43 44 45,DEKOIS-14161,0
FC=1C(=O)NC(C(=O)N2c3c(OCC2)cc(C(=O)NCCn2ncc(C)c2)cc3)=CC=1C,0.14673832,34 41 42 43,DEKOIS-14162,0
Fc1c(C#N)ccc2c1c(NC(=O)CC1C(=O)N=C3N(C1=O)C=C(OC)C(N)=C3)ccc2,0.3116664,33 40 39 41,DEKOIS-14163,0
Fc1c(NC(=O)C=CC(N=CC=CC(=O)N)=C)ccc(Oc2c(O)cnc(C#N)c2)c1,0.22904658,36 45 46 47,DEKOIS-14164,0
FC1=NC=CNC(=O)C2=C(N(c3c(OC)cccc3)C(=O)C(C(=O)N)=C2)CCC(N=C)=C1,0.58070827,33 43 42 45,DEKOIS-14165,0
Fc1c(OCC(=O)NC2CC2)nc(Oc2ccc(C(=O)Nc3cc(N)ccc3)cc2)nc1,0.451442,37 45 44 43,DEKOIS-14167,0
Fc1c(OC(=O)CC2C(C(=O)C)=C(N)N(N(C)C2C(=O)N)c2ncccc2)cccc1,0.39618188,36 47 44 42,DEKOIS-14168,0
Fc1c(-c2ncc(C(=O)N)cc2)ccc(OCC(=O)N2C=3C(=NNC(=O)C=3)CCC2)c1,0.33928663,32 37 38 39,DEKOIS-14169,0
FC=1C(Nc2cnccc2)=CC(=O)NC(=O)C(=O)Nc2c(OCC=1)c1c(c(C)c2)[nH]cc1,0.62433696,33 45 46 47,DEKOIS-14170,0
Fc1c(-c2n(CC(O)C(=O)N)cc(C(=O)N3c4c(OC(C)C3)cccc4)n2)cccc1,0.74691373,33 42 40 39,DEKOIS-14171,0
Fc1c(C(=O)c2cc(OC(C)=C3C=CC=CC3)ncc2)c(NC(C(=O)NN)CO)ccn1,0.65856731,37 44 42 48,DEKOIS-14172,0
Fc1c(NC(=O)c2[nH]c3c(c2)cc(C(=O)OC)cc3)c(N2CCCCC2)nc(C(=O)N)c1,0.14888988,33 38 39 40,DEKOIS-14173,0
Fc1c(OC)cc(C=CC(=NNC(=O)c2c(C(=O)N=CN)occ2)c2ncccc2)cc1,0.65906894,37 43 40 45,DEKOIS-14177,0
FC=C(OCC#CC=Cc1nc(Nc2c(CC)c[n+]cc2)[nH]n1)C=C1C(OC)=CC(=O)O1,0.37725332,34 44 45 46,DEKOIS-14179,0
Fc1c(NC(=O)CCN2C(=O)C(=CC(=O)C)Nc3c2cc(C(=O)N=CN)cc3)cccc1,0.12096869,33 41 46 43,DEKOIS-14180,0
FC(CC(=O)c1ccc(NC(=O)C=2C(=O)C=C(C(=O)N)C(=CC3N=CC=CN3)N=2)cc1)C,0.78129411,34 46 47 49,DEKOIS-14182,0
Fc1c(C(=O)NC(CO)CC)ccc(C(=O)c2cnc(C=3N4N(C(=O)CC4)NC=3)cc2)c1,0.20888062,33 46 45 47,DEKOIS-14183,0
FCc1[nH]c[n+](CCNC(=O)CCc2ccc(NC(=O)c3cc4OCOc4cc3)cc2)n1,0.46331561,35 38 39 40,DEKOIS-14185,0
FC(Oc1cc2c(NC(=O)C=3C(=O)NC(NC(=O)c4cc[n+]cc4)=CC2=3)cc1)N=CCC,0.59088427,34 41 42 44,DEKOIS-14186,0
FC(C(C(NC(=O)C)=C(C(=O)NN=CC)c1oc(-c2cc(C)c(C)cc2)nn1)=CCO)=C,0.8016544,34 45 44 47,DEKOIS-14187,0
Fc1c(C)nc(C(=O)Nc2cc(NC(=O)NC3C(OC(=O)CN)CCCC3)ccc2)cc1,0.41962564,37 45 46 47,DEKOIS-14191,0
Fc1c(OC(COCC)C)ccc(C(=O)NC=2C(=O)Nc3c(-c4[nH]ccn4)[nH]cc3C=2)c1,0.3447336,34 47 48 49,DEKOIS-14192,0
Fc1c(OC)cc(Oc2nc(CNC(=O)NC)c(C3C(C=NC)=CN=C(O)C3)cc2)cc1,0.60408717,38 41 48 42,DEKOIS-14193,0
Fc1c(OCCNC(=O)Nc2nc(OCC)ccc2)cc(C(=O)Nc2ncccc2)cc1,0.64014024,34 39 43 41,DEKOIS-14194,0
Fc1c(CNC=C(C#N)C(=O)NCc2occc2)cc(NC(=O)N(CCO)C2CC2)cc1,0.23961504,34 47 48 49,DEKOIS-14195,0
Fc1c(-c2oc(CNC(=O)C(=O)C(C)C)nn2)cc(C(=O)N(CC=2C=CNCC=2)C)cc1,0.251908,33 48 49 50,DEKOIS-14196,0
FC=1C(=NNC(=O)C=Cc2ccc(C3CN(C)C(=O)C3)cc2)C(=CC(=O)N)C(=O)NC=1,0.36668685,37 45 46 47,DEKOIS-14197,0
Fc1cc(OC(CNC(=O)NC=CC(=O)c2ccncc2)c2nc(C3CC3)on2)ccc1,0.15940508,33 41 42 43,DEKOIS-14200,0
FC(C(=NC)C=O)=CC=1NC(=O)C=C(NCCCNC(=O)c2oc3c(c2)cccc3)C=1,0.28793952,37 42 43 44,DEKOIS-14202,0
FC(=CC(=O)OCC(=O)NCc1c(O)nc2c(c1)ccnc2)C1=CN(CC2CC2)CC=C1,0.39459696,36 49 41 42,DEKOIS-14203,0
Fc1cc(NC(=O)C2CN(C(=O)CC)C(=O)CC2)cc(CN2C(=O)Nc3c2cccc3)c1,0.28615648,33 40 48 49,DEKOIS-14204,0
Fc1c(OCC#CCNC(=O)C(=O)Nc2cc(C#N)c3c(c2)CNC=C3)ccc(C=O)c1,0.20367475,34 46 45 47,DEKOIS-14205,0
Fc1c(Oc2nccnc2)ccc(NC(=O)C(=O)NCCCOc2c(C)ccc(C)c2)c1,0.61260962,37 42 41 43,DEKOIS-14209,0
Fc1c(-n2nccc2)cc(C(=O)N2C(C(=O)OC(C(=O)N)c3ccccc3)CCC2)cc1,0.66899204,36 42 39 37,DEKOIS-14210,0
Fc1c(C=O)c(NC(=O)N2CC=CCC2)c2nc(n(CCOC)c2c1)-c1ccc(O)cc1,0.44536573,34 44 48 47,DEKOIS-14211,0
Fc1c(OC)ccc(C(C(=O)c2cn(C(C)(C)C)nc2)CNc2ncc(C(=O)O)cc2)c1,0.34446076,34 42 43 44,DEKOIS-14212,0
Fc1cc2[nH]nc(C(=O)OCC(=O)NCCc3ccc(N4C(=O)CCCC4)cc3)c2cc1,0.41962564,36 38 39 40,DEKOIS-14213,0
Fc1c(OC)cccc1Oc1ccc(C=2OCC(C(=O)NCc3c[nH]cc3)NC=2)cc1,0.54116666,37 40 41 42,DEKOIS-14216,0
FC(=C)c1c(NCN2C(=O)C(C(=O)NCCCc3cc(C)cnc3)=COC2=O)cccc1,0.59364504,36 44 46 48,DEKOIS-14218,0
Fc1c(COC(=O)C=2N(CCC(=O)Nc3c(C#N)cncc3)C(=O)C=CC=2)ccc(C)c1,0.75234818,34 46 43 44,DEKOIS-14219,0
Fc1nccc(NC(=O)CNC(=O)c2c(OCC)ccc(C=CC(=O)N3CCCC3)c2)c1,0.30124384,34 41 40 42,DEKOIS-14220,0
Fc1c(NC(=O)C(=O)Nc2cc(C(=O)c3cnccc3)ccc2)cc(OC(C#N)C)cc1,0.25085244,34 46 45 47,DEKOIS-14221,0
Fc1c(C#CC(=O)NNC(=O)C(C(=O)N(CC#N)C)=Cc2oc(CCC)cc2)cccc1,0.54139626,38 49 45 46,DEKOIS-14222,0
FC(=O)C=Cc1c(OCC(=O)NC(c2nc(NCC)on2)c2cc(C)ccc2)cccc1,0.22907691,37 44 45 46,DEKOIS-14223,0
Fc1cc(OCC)c(CNC(=O)c2cc3C(=O)N(C(=O)Nc3cc2)C2CC(C)CC2)nc1,0.10123125,34 41 48 43,DEKOIS-14224,0
Fc1c2C(=O)N=C(NC(C(=O)Nc3c[nH]cc3)C)COc3c(OCc(c1)cc2)cccc3,0.27442378,33 40 41 42,DEKOIS-14225,0
Fc1cc(OCC2OC(C)CN(c3cc(C=4C(CNC=O)C(O)=NN=4)ccc3)C2)ccc1,0.33211884,37 44 43 45,DEKOIS-14226,0
Fc1c(C(C(=O)N(CC(=O)c2cc(OC)ccc2)C2=NNC(=O)C=C2)C)cccc1C,0.22903863,38 46 47 48,DEKOIS-14227,0
Fc1c(NC2CN(CC=3C(=NC(N)=C)OC=CC=3)C(=O)C3(OCCC3)C2)cc(C=O)cc1,0.27477241,35 41 40 42,DEKOIS-14228,0
Fc1c(CNC(=O)C=Cc2oc(Nc3cc(C(=O)COC)ccc3)nc2)ccc(C#N)c1,0.27466246,33 42 43 44,DEKOIS-14229,0
Fc1c(C(=O)C=C(N(C(=O)NCC=CC2=CC(=O)NN=C2)CC2OCCC2)C)cccc1,0.36668685,39 50 51 52,DEKOIS-14232,0
Fc1c(OCc2ccc(OCC(=O)N=CC)cc2)ccc(NC(=O)Nc2cnccc2)c1,0.41962585,37 40 41 42,DEKOIS-14233,0
FC(C(N(C(=O)CCCNC(=O)C(=O)Nc1c2c(nccc2)ccc1)CCOC)=CC)=C,0.68005359,40 47 46 48,DEKOIS-14234,0
FCOc1cc(C(=NNC(=O)C=C(NC2C(=O)N(C)C3CC2CC3)C=CC=O)C)ccc1,0.15827957,37 45 44 46,DEKOIS-14236,0
Fc1c2C(=O)N(CC(=O)Nc3c(C(=O)NCCC=4N=CCC=4)cccc3)C(=O)c2ccc1,0.48332769,36 42 38 43,DEKOIS-14238,0
FCC(=CO)c1ccc(NC(=O)CNC(=O)c2c(C)ncc(C(=O)N3CCCC3)c2)cc1,0.23108333,33 41 48 43,DEKOIS-14242,0
Fc1c(COC(=O)C(=O)NCC=2C(=O)Nc3ncccc3C=2)cc(-c2ccncc2)cc1,0.30636066,33 43 44 45,DEKOIS-14243,0
Fc1c(N(C(=NC(=O)CCC(=O)N(C)c2ccc(C(=O)C)cc2)N)CC2OC2)cccc1,0.20368315,33 39 40 41,DEKOIS-14244,0
Fc1cc2c(OC(C(=O)Nc3nccc(C(=O)NCc4noc(C)c4)c3)CC2)cc1,0.11858591,31 36 37 38,DEKOIS-14245,0
FCCC1[N+]2C(C=C(NC(=O)CCCOC(=O)c3cc4NC(=O)N(C)c4cc3)CC2)CC1,0.14684103,33 42 43 44,DEKOIS-14246,0
Fc1c(C)nc2N(CCC(=O)NCC)C(=O)C(=Cc3c(O)c(OC(C#N)C)ccc3)c2c1,0.27464849,36 40 41 42,DEKOIS-14247,0
FC(OC(=O)CC(=O)c1c(C(=O)N)ccnc1)C=C(C)c1cc(C(C#N)=CN)ccc1,0.28258485,32 45 46 47,DEKOIS-14249,0
O=Cc1[nH]c2c(c3c(nc4C(OCC5C[N+]CCC5)COc4c3)cc2)c1,0.24476312,27 34 33 35,DEKOIS-14250,0
Fc1c(C(=O)NCC(C(=O)OCC(=O)Nc2cc(C#N)ccc2)C)ccc(-n2cccc2)c1,0.30656001,37 43 44 45,DEKOIS-14253,0
Fc1c2N(C(=O)c3[nH]c(C(O)C)nc3)CCN(C(=O)c3ccc(OC)cc3)Cc2cc(C)c1,0.20363556,34 43 44 45,DEKOIS-14254,0
FC(=CC(C(=O)NNC(=O)C=1C(=O)N2C(=C(CC)C=1)CCC2)=CC=NC)c1oc(C)cc1,0.57592463,33 42 47 49,DEKOIS-14255,0
Fc1c(-c2oc(C=CC(=O)N(CC(C(=O)N=CN)C#N)Cc3ccc(C)cc3)cc2)occ1,0.23938146,37 42 43 44,DEKOIS-14257,0
Fc1c(C=CC(=O)NCCCC(=O)N=C2N(C(=C)C(=C)N2)C2CC2)ccc2OCCCOc12,0.46368852,39 45 46 47,DEKOIS-14258,0
FC(=C)c1c(C(=O)CN=NC(C(=O)NN=Cc2cc3OCCOc3cc2)C)cccc1,0.55741119,36 46 44 45,DEKOIS-14260,0
Fc1c(OCC(=O)N)c(OC)c(-c2cc(C(=O)N(CC#N)Cc3ccncc3)ccc2)cc1,0.41964737,40 48 49 50,DEKOIS-14263,0
Fc1c(NC(=O)COC(=O)C(Oc2nc(-c3cnccc3)ccc2)C)cccc1,0.29074451,33 37 38 39,DEKOIS-14266,0
Fc1c(OC(=O)c2[nH]ncc2)ccc(C2CC(=O)N(Cc3c(OCC#N)cccc3)CC2)c1,0.43161911,35 41 47 48,DEKOIS-14267,0
Fc1c(NC(=O)c2c(-n3cccc3)cccc2)ccc(OCC(=O)C2NC(=O)CC2)c1,0.31230798,32 37 38 39,DEKOIS-14269,0
FC(=CC(=O)Nc1ccc(C(=O)NN=Cc2cnc(OCC)cc2)cc1)c1c(C)cc(C)o1,0.19654085,35 41 43 44,DEKOIS-14270,0
Fc1c(OC(=O)c2ccc(C)cc2)cc(C2C(C(=O)N=CN)=C(NCC)N(C)C(=O)C2)cc1,0.33467975,34 47 48 49,DEKOIS-14272,0
Fc1c(OC2CCN(C(=O)c3[nH]nc(C(=O)N(C)c4cc5c(cc4)CC=C5)c3)CC2)coc1,0.28401962,35 44 43 45,DEKOIS-14275,0
Fc1c(OC=NC)ccc(C(C(=O)Nc2cc(C(=O)NCC(=O)N3CCCC3)ccc2)C)c1,0.2506789,35 44 45 46,DEKOIS-14279,0
Fc1c(C=C(C#N)C(=O)N2CCC2)ccc(NC(=O)COc2c(C)cc(C#N)cc2)c1,0.23171306,37 45 44 46,DEKOIS-14284,0
Fc1cc(NC(=O)C=CC(=O)OCc2cnc(OC(C)c3ncc(NC)cc3)cc2)ccc1,0.46371779,40 41 42 43,DEKOIS-14286,0
Fc1cc(-c2n(C)c(C(=O)NCCCNC(=O)N(CC=3OC(=O)C(=CC)C=3)C)cc2)ccc1,0.30637652,38 43 42 44,DEKOIS-14292,0
Fc1c(NC(=O)Cc2ccc(CC(=O)N3C(C)CCC3)cc2)ccc(NC(=O)C)c1,0.41962585,34 38 39 40,DEKOIS-14295,0
O=C(NCC1OCCCC1)C1=CN(CC)C(=O)C(C=C2C3=C(C#N)NC(=O)C3=CC=C2)=C1,0.35503012,35 45 46 47,DEKOIS-14298,0
FCC(OC(=O)C(=CC=1C(=O)N=C(N)C(C[N+]C2C(CC)C2)C=1)c1oc2c(n1)cccc2)C,0.30633157,34 46 47 48,DEKOIS-14300,0
FC(=CC(O)C=O)c1nc(c(C2CCN(c3cc(O)ccc3)CC2)nn1)-c1ccccc1,0.39621735,36 38 37 39,DEKOIS-14301,0
Fc1c(CCNC(=O)CC=2C(=O)N(c3cnc(C4C(C)C4)cc3)C(=O)NC=2C)cccc1,0.69373977,33 45 43 46,DEKOIS-14304,0
Fc1c(C(=O)c2cn(CCc3cc(C(=O)NNC(=O)CN(C)C)ccc3)cc2)cccc1,0.25189707,33 44 45 46,DEKOIS-14306,0
Fc1c(NC(=O)C(=O)NCC=Cc2cnccc2)ccc(C=2C(=O)N(CC=C)C=CC=2)c1,0.68005359,38 43 42 44,DEKOIS-14307,0
Fc1c(C(=O)N(CC(C)C)c2ccccc2)cc2NC(=O)N(CC(=O)NCC3CC3)c2c1,0.48390827,38 43 46 45,DEKOIS-14308,0
FC(=O)C(N1CCN(C=2N(C)C(=O)C=C(c3ccccc3)N=2)CCC1)c1oc(C)cc1,0.39140913,36 44 45 46,DEKOIS-14309,0
O=C(N(Cc1c(C)cc(NC)o1)C1CC1)c1cc(NC(=O)c2ccc(C)cc2)cnc1,0.69785774,32 45 43 46,DEKOIS-14310,0
Fc1c(OCC#C)ccc(-c2n[nH]c3c2ccc(NC(=O)C(=O)N2CCCCCC2)c3)c1,0.45024651,35 44 43 45,DEKOIS-14312,0
Fc1c(OCC(=O)c2cnc(C(=O)NC3(C)CCC3)cc2)cccc1CCc1n[nH]cc1,0.2133071,33 46 43 45,DEKOIS-14314,0
Fc1c(OCc2nc(C=C3C(=O)NCc4c3[nH]cc4)ccc2)cc(C(=O)N(C)C)cc1,0.25069067,32 40 41 42,DEKOIS-14316,0
FC=1C(=CC)CNC(=O)C(CN(C)c2cc(OCC)ccc2)=CC(CCO)=CN=CNC=1,0.73503864,42 52 50 49,DEKOIS-14317,0
Fc1c2N(C(CN3C(=O)NCC(C)CC3)Cc3ccc(C)cc3)C(=O)NC(=O)c2ccc1,0.35842261,35 45 46 47,DEKOIS-14318,0
FCOc1c(NC(=O)C(=O)N(CCCc2nc[nH]c2)C)cccc1,0.28294823,26 38 32 34,DEKOIS-14319,0
Fc1c(OCC(=O)NN=C(C)c2c(C(=O)Nc3c[nH]cc3)cccc2)ccc(CCC)c1,0.41962564,38 41 42 43,DEKOIS-14320,0
FC(C(=CC(OC)=C)CN(C(=O)N1c2c(cncc2)CCC1)c1cc(C(=O)N)ccc1)=C,0.2746678,35 47 48 49,DEKOIS-14321,0
Fc1c(NC(=O)c2ccncc2)ccc(C(=O)C=CC=2C(=O)NC(C=3C=CCC=3)=NC=2)c1,0.20367475,34 37 38 39,DEKOIS-14323,0
Fc1c(C#N)c(CN(C(=O)C(=O)Nc2ccc(C#N)cc2)CC(O)C(C=C)=CC)ccc1,0.61154199,37 43 44 48,DEKOIS-14326,0
Fc1c(CC(=O)N=C(N(CC#C)C)NNC(=O)c2ccccc2)cc(C#CCOC)cc1,0.61660957,34 44 48 49,DEKOIS-14327,0
FC(=CC=C1C(=O)N(CC)CC=Cc2c(NC(=O)C(=O)N1)cncc2)c1ccc(C)cc1,0.45399028,35 40 41 42,DEKOIS-14328,0
Fc1c(O)cccc1-n1c(C)c(CCCc2cc(NC(=O)C(OC)C)cc(C)c2)cn1,0.67464864,32 40 44 43,DEKOIS-14329,0
Fc1c2c(OC(=CC)C=C2)cc(C(=O)N2CC(CNC(=O)Nc3cnccc3)CCC2)c1,0.15394114,34 39 40 41,DEKOIS-14333,0
FC=C(C(=O)C=1C(CC=2C(=O)NNC(=O)CCCC=CN(C)N=2)c2c(cccc2)C=1)C=C,0.46322283,41 47 48 49,DEKOIS-14334,0
FC=C1C(Nc2ccc(OCc3ncc(OC(C(=O)N(CC)C)C)cc3)cc2)=CC[N+]C1,0.26666072,38 41 44 43,DEKOIS-14335,0
Fc1c(C=Cc2n(-c3ncc(C(=O)N4CCC(O)CCCC4)cc3)nc(O)c2)cccc1,0.21768305,33 37 38 39,DEKOIS-14337,0
FC(C=C1c2c(c(C(=O)N3CC(C(=O)NCC(O)CN)CC3)ncc2)-c2c1cccc2)C,0.13710971,36 44 45 46,DEKOIS-14338,0
FC1(C)C(=O)c2c(O1)ccc(N=C(N)n1c3c(c(C[N+]4CCCC4)c1)cc(OC)cc3)c2,0.21806818,39 42 43 44,DEKOIS-14340,0
Fc1c2c(cc(OCC(=O)NCC(=Cc3oc(N4CCCC4)nc3)C[N+]C)c1)cccc2,0.41979685,39 41 42 43,DEKOIS-14343,0
FC1C(=NNC(=O)C[N+](CC=CC(=O)C=Cc2ccccc2)C)c2c(O1)cccc2,0.41570207,34 39 38 40,DEKOIS-14344,0
Fc1c(NC(=O)CC2CC2)cc(C(=O)N2Cc3c(nc4NCOC=C(C)c4c3)CC2)cc1,0.60193551,35 46 41 43,DEKOIS-14345,0
Fc1c(OCc2ncc(C(=O)N=CNCC#C)cc2)ccc(C(=O)c2cc(C)c[n+]c2)c1,0.2036884,34 46 45 47,DEKOIS-14348,0
Fc1cc2c(C(=NNC(=O)C(N=C)CC)C)cc(NC(=O)c3c(O)cccc3)cc2cc1,0.25969809,37 40 39 42,DEKOIS-14349,0
S(CC(Oc1c(F)c(OC)ccc1OCF)C(=O)N1CC(=O)NC(=O)C1)Cc1[nH]ccn1,0.38865337,39 49 44 48,DEKOIS-14351,0
O=C(Nc1c(C(=O)OC)[nH]nc1)CCC(=O)N1CC(c2sc(C=O)cc2)OCC1,0.21073957,31 49 48 50,DEKOIS-14353,0
FC(F)COc1c(OC)ccc(C(=O)c2c3SCC(NC(=O)C(=O)NCCO)n3nc2)c1,0.49690524,37 48 47 49,DEKOIS-14354,0
FC(F)CC=1N=C(N(CC(=O)OC)c2cc(OC)cc(O)c2)NC#CCSCC(=O)ON=1,0.50866568,39 46 47 48,DEKOIS-14356,0
S(=O)(=O)(NC1CC(C(=O)N(Cc2oc(-c3cc(F)c(F)cc3)nn2)C)CCC1)CCO,0.25085649,33 39 40 41,DEKOIS-14358,0
FC=1C(OCC(=O)N(CCNC(=O)C(=O)Nc2c(C#N)c3c(s2)COC3)C)=CC(F)OC=1,0.41130501,37 51 48 50,DEKOIS-14359,0
[SH](=O)c1ccc(OCC(=O)NCCCC(=O)NC(=NF)C(F)=CN=C(C(=O)OC)C)cc1,0.41962564,38 47 48 49,DEKOIS-14360,0
O=C(OCC(O)CNC(=O)C1CC1)c1c(-c2sc(N3C(=O)CCCC3)nc2)cno1,0.16157272,34 42 43 44,DEKOIS-14361,0
